model,model_id,disaster_type,event_names,condition,source_n,paired_parsed_n,clean_accuracy,clean_correct_target_eligible_n,downward_n,downward_eligible_n,downward_rate,full_cohort_downward_rate,upward_n,upward_eligible_n,upward_rate,full_cohort_upward_rate,mean_signed_severity_shift_attack_minus_clean,interpretation
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,clean,75,75,0.9466666666666667,71,,,,,,,,,,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,benign_image,75,75,0.9466666666666667,71,1.0,71.0,0.014084507042253521,0.013333333333333334,0.0,0.0,,0.0,-0.013333333333333334,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,benign_text,75,75,0.9466666666666667,71,0.0,71.0,0.0,0.0,0.0,0.0,,0.0,0.0,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,benign_joint,75,75,0.9466666666666667,71,0.0,71.0,0.0,0.0,0.0,0.0,,0.0,0.0,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,direct_image,75,75,0.9466666666666667,71,16.0,71.0,0.22535211267605634,0.21333333333333335,0.0,0.0,,0.0,-0.4666666666666667,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,direct_text,75,75,0.9466666666666667,71,3.0,71.0,0.04225352112676056,0.04,0.0,0.0,,0.0,-0.06666666666666667,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,direct_joint,75,75,0.9466666666666667,71,21.0,71.0,0.29577464788732394,0.28,0.0,0.0,,0.0,-0.5866666666666667,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,misleading_image,75,75,0.9466666666666667,71,6.0,71.0,0.08450704225352113,0.08,0.0,0.0,,0.0,-0.10666666666666667,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,misleading_text,75,75,0.9466666666666667,71,1.0,71.0,0.014084507042253521,0.013333333333333334,0.0,0.0,,0.0,-0.02666666666666667,descriptive_event_class_confounded
qwen35_27b_bf16__gcp_a100,Qwen/Qwen3.5-27B,earthquake,iraq_iran_earthquake|mexico_earthquake,misleading_joint,75,75,0.9466666666666667,71,5.0,71.0,0.07042253521126761,0.06666666666666667,0.0,0.0,,0.0,-0.09333333333333334,descriptive_event_class_confounded
